N,P,K,temperature,humidity,ph,rainfall,label,label
21.18760527,22.44908018,12.26812792,33.16890488,41.78162049,10.73180493,66.66882724,mothbeans,mothbeans
37.40668769,42.96558241,14.69135727,26.34027237,61.17802133,4.404959147,37.95717493,mothbeans,mothbeans
25.483693,46.11304321,25.24067112,21.80641648,54.07218735,0,60.52185307,mothbeans,mothbeans
4.379428753,60.40246516,32.84773056,23.32034983,49.04566085,0,29.84673164,mothbeans,mothbeans
7.228149803,59.6713681,14.71414086,29.38640367,56.46771429,14,55.30268592,mothbeans,mothbeans
19.00316039,48.22920122,16.48662903,30.04392264,50.4971246,3.332928294,54.60833112,mothbeans,mothbeans
37.40668769,53.72907199,13.76855183,16.20058139,59.53050836,12.93506031,33.63314037,mothbeans,mothbeans
23.88529388,60.83944817,22.96527711,25.23910136,55.82747563,0,31.03789818,mothbeans,mothbeans
18.28315861,38.22416618,13.83041124,22.84014021,50.18163644,6.666087083,31.09930274, mothbeans ,mothbeans
7.267884659,47.2575292,14.11229823,28.13504011,43.00313899,3.245045941,96.16730084,mothbeans,mothbeans
66.018375,35.90108185,21.85098693,23.96410534,58.4941017,14,37.83165717,mothbeans,mothbeans
24.64078856,48.66139919,33.18092056,30.8757349,38.47235778,2.337041415,60.50108879,mothbeans,mothbeans
13.86669427,49.48072701,16.75174504,29.97324313,60.90728126,3.395812394,36.24141804,mothbeans,mothbeans
35.41306268,59.74336826,32.05483536,34.03480217,43.56350083,10.29368977,64.05689022,mothbeans,mothbeans
18.25322171,55.17406519,30.22535807,33.17818216,41.8228183,0,53.8837788,mothbeans,mothbeans
37.10066451,29.12775719,23.17426224,33.2535724,79.26894506,14,55.96659298,mothbeans,mothbeans
20.29853517,52.04940191,21.84326815,31.06117221,38.97227145,6.646803495,39.62315237,mothbeans,mothbeans
7.439424277,42.21565689,29.98246451,25.03689883,65.00202413,4.671211556,47.76765345,mothbeane,mothbeans
22.16310394,52.07306283,22.04607403,37.08720422,58.00395723,11.80925689,43.02540705,mothbeanp,mothbeans
35.5300857,61.32803745,26.34007976,32.0502592,52.28204396,8.790284262,51.5125292,mothbeans,mothbeans
5.306230842,59.03795883,22.66815442,28.27427084,54.40853385,7.11997977,35.24562274,mothbeans,mothbeans
47.85893045,46.65799621,20.9577501,22.98705882,48.29071111,6.666087083,31.02247992,mothbeans,mothbeans
34.37917092,125.5631036,12.49039497,25.96343512,67.32062095,0,33.61661439,mothbeans,mothbeans
6.589166196,61.0362886,19.27049501,27.42621369,57.8409087,13.50995231,35.68792204,mothbeans,mothbeans
46.40288052,55.52723017,17.57953756,33.0212768,40.1073409,12.14370938,48.91618712,mothbeans,mothbeans
27.7035837,27.16453444,24.09731668,25.96343512,59.79483489,9.538480381,117.8996202, mothbeane ,mothbeans
41.53262258,48.82404407,24.55532875,23.65886111,55.8100617,14,69.0794777,mothbeanv,mothbeans
9.78604241,60.82162268,18.38683053,32.44158489,49.46844218,14,48.08764471,mothbeann,mothbeans
14.86848018,55.3639317,7.160934039,30.90947392,63.31555698,8.6037629,203.6251439,mothbeans,mothbeans
27.0891302,47.9525803,28.30865819,22.71507941,51.20612905,3.626470877,96.16730084,mothbeans,mothbeans
4.6229209,59.41016261,29.06712161,28.04711082,49.34728145,2.479662725,35.80252643,mothbeans,mothbeans
4.149950437,46.5645002,14.37141779,30.72443743,153.745555,0,36.01913083,mothbeans,mothbeans
13.94136657,52.54882667,18.52158171,31.48407247,82.42833925,10.52840695,48.67298056,mungbean,mothbeans
15.54897926,51.39511484,18.12951389,29.10790608,83.76832617,2.711331044,46.83883127,mungbean,mothbeans
36.63074147,58.58413432,32.60145213,27.0662923,85.51295908,8.619085089,51.1428667,mungbean,mothbeans
4.965951168,55.25784848,24.25732962,30.2838333,87.3684101,10.35629737,32.71704905,mungbeaf,mothbeans
26.49639266,49.27631994,24.46593561,25.89145789,88.685106,5.614570507,42.14632462,mungbean,mothbeans
10.38809831,60.27760284,21.53107243,29.2934478,87.3584117,7.187675287,46.05620004,mungbean,mothbeans
37.40668769,61.73818245,20.78148343,29.45806194,83.40727363,3.055667069,55.50416488,mungbean,mothbeans
29.4978829,57.90970174,23.50878279,31.35193847,87.74834833,7.19773576,53.91852139,mungbean,mothbeans
13.7763741,42.80702878,16.17002019,24.69579826,83.73098627,11.17251929,34.88372759, mungbean ,mothbeans
22.81085585,38.19206496,14.42711472,36.81806042,81.97146519,8.570979996,48.01403755,mungbean,mungbean
28.14435737,51.01539669,30.50994185,25.96343512,87.23135759,7.779508133,62.37045998,mungbean,mungbean
10.85983894,42.15539859,16.06095089,24.66859152,87.25265672,13.28641266,44.10966307,mungbean,mungbean
21.65530312,108.5442021,29.86717065,22.36461752,86.00252812,7.055040939,40.39019089,mungbean,mungbean
28.44337716,156.6779796,8.261716747,32.48348713,86.61248713,14,56.04364513,mungbean,mungbean
27.19718749,35.29945493,30.41342201,35.09623898,86.58249541,5.746865111,33.40210539,mungbean,mungbean
34.02189682,56.01926218,29.87183673,34.25907615,81.6274207,5.419779098,40.53266642,mungbean,mungbean
17.72611276,56.08015233,20.9019517,28.05974823,79.10414002,7.610896738,39.35722452,mungbean,mungbean
26.84646262,60.38505136,13.25762371,24.54583305,86.59249569,12.254439,52.12812589,mungbean,mungbean
19.85827145,30.44349544,28.43220916,28.35423889,82.40464518,7.480147058,50.51155733,mungbean,mungbean
20.72821344,163.7929773,18.13707631,30.60156081,94.30529674,7.396420841,180.7819532,mungbeay,mungbean
11.6673644,48.18306518,21.00840805,24.41396712,82.17982288,6.136501121,39.25804465,mungbean,mungbean
31.93147332,48.7773929,16.52802088,29.6896913,82.52241205,7.783135297,153.1569906,mungbean,mungbean
31.24600817,40.71631866,15.25488267,31.60768668,82.72821325,6.419554382,57.74185333,mungbean,mungbean
33.42035963,32.44431346,21.25382592,29.92111453,84.65027535,14,36.80213886,mungbean,mungbean
27.79360729,74.92981019,14.61127774,28.65836498,87.56093568,6.666087083,50.80240096, mungbean ,mungbean
28.21537653,40.9769179,20.7160433,39.60755218,78.46619096,0,31.84978381,mungbean,mungbean
13.48541543,58.32600952,24.10363497,25.35521833,87.20347133,13.86458587,46.35897384,mungbean,mungbean
29.8484803,49.04595512,14.05030607,25.71574858,91.83872429,4.153521178,64.12145888,mungbean,mungbean
25.21011247,49.14677199,28.4168014,32.32991787,85.14907445,9.405471174,34.68678705,mungbean,mungbean
19.50352881,51.01539669,24.57391263,21.95675946,86.23118066,7.237151869,65.07176488,mungbean,mungbean
34.66245397,41.46302265,9.077714007,27.94785378,75.02049467,8.575020983,56.80338317,mungbean,mungbean
2.793435437,47.78171523,24.59733249,31.48986124,83.53990523,0,48.83502029, mungbeah ,mungbean
27.66527892,26.62806254,24.96039047,34.59669751,90.40289989,14,44.15113934,mungbean,mungbean
5.314769932,37.96636161,14.22374082,33.71647673,88.90606203,8.701087273,40.68800494,mungbean,mungbean
3.25617988,51.23669958,25.37351198,23.80044046,85.11567613,5.318904745,36.40641246,mungbean,mungbean
3.034756771,44.97786764,28.28684515,22.00279512,79.51866523,3.705283863,48.2790143,mungbean,mungbean
3.776626032,47.73882989,24.14608015,33.66578717,83.99784766,9.550673173,52.15449001,mungbean,mungbean
19.40613931,45.98867945,19.92863599,26.65178323,97.38906098,0,46.3766717,mungbean,mungbean
30.71134779,54.12276315,11.49913256,26.40967051,79.26894506,4.044819315,57.5918969,mungbean,mungbean
4.788395545,53.91019234,19.42640704,33.9504241,79.26894506,0,35.81516376,mungbean,mungbean
13.30100827,171.4620641,24.5208084,30.64642661,274.6552706,6.666087083,51.58693893,mungbean,mungbean
8.905792448,55.78678629,67.32004397,32.11189878,91.15423004,9.637775749,55.77099794,mungbean,mungbean
7.115535131,51.01539669,27.30263488,30.65105016,78.77846774,4.880787036,53.46962205,mungbean,mungbean
1.169600871,44.20544679,15.87818223,25.4224812,82.67758111,7.960124609,61.54054556,mungbean,mungbean
21.03405295,41.61765198,22.33221991,35.04374408,92.59941426,6.633571606,56.73587737,mungbean,mungbean
1.83792137,48.06303284,13.6490175,29.59915169,79.26894506,8.929987553,56.68844683,mungbean,mungbean
24.24520583,42.65004766,28.62741646,28.85598105,88.75309247,0,54.65715899,mungbean,mungbean
37.58776534,50.00091709,16.56941003,24.58280937,87.56724898,9.01696936,50.04055048,mungbean,mungbean
7.653729652,58.12344606,16.45646415,30.9904367,74.67817259,6.666087083,58.14930862,mungbean,mungbean
5.321277859,44.15519112,26.74142016,28.42425568,91.13221532,13.12139568,69.95788384,mungbeaz,mungbean
34.03688655,41.51065727,14.88713481,25.05516068,81.71627407,0.167441979,49.03115198,mungbean,mungbean
18.90647888,45.32597523,21.07247428,27.54958211,94.17992097,11.52320348,58.2369349,mungbean,mungbean
35.03530479,45.88880863,44.40382707,23.41510247,78.60035936,13.26685543,55.82312343,mungbean,mungbean
16.72738078,36.98599479,24.86514793,28.08856962,79.32752841,14,53.80641227,mungbean,mungbean
13.96282077,54.0570417,15.02560792,27.14892527,79.26894506,0.178882454,38.71451513,mungbean,mungbean
37.40668769,40.94619514,23.01352985,22.01048634,80.43475939,9.016256708,38.65120935,mungbean,mungbean
6.703299066,56.23392873,12.16034898,17.95784856,89.47154437,9.034427951,42.12640757,mungbean,mungbean
6.327067373,41.79211271,24.87188637,30.43485149,81.18022335,3.740776573,56.90494913,mungbean,mungbean
41.34625034,48.51647425,29.47248351,32.87730173,86.7417971,7.127224135,40.35318288,mungbean,mungbean
29.6783146,38.23568319,8.92866113,26.81520784,88.42252769,11.78288321,96.16730084,mungbean,mungbean
45.53754699,66.63183767,16.23469956,29.99283774,83.38259952,2.944669911,45.89533084,mungbean,mungbean
65.92602525,50.27860663,21.08836144,28.76191341,80.87967446,3.233110877,52.24329671,mungbean,mungbean
5.626818969,61.95088365,21.84367992,24.6138182,83.3755007,0.960231896,50.9155899,mungbean,mungbean
6.363826199,48.50495587,14.54273408,30.07159927,86.77462157,9.505631926,96.16730084,mungbeaj,mungbean
19.28341223,42.43957068,20.1882863,25.69695446,87.83907845,10.52150406,31.1562218,mungbean,mungbean
39.92300058,52.53355499,17.16458746,23.50206728,87.10264858,14,46.51097331,mungbean,mungbean
37.40668769,54.22649714,25.57938497,20.89868776,88.78073063,10.02513214,50.03560909,mungbeak,mungbean
0.173827582,43.42787475,10.58295699,40.65016435,85.86650166,13.52418279,38.31898282,mungbean,mungbean
31.84583924,39.14782339,26.59195276,27.11775904,82.47347022,2.033941214,63.39242233,mungbean,mungbean
12.07188457,33.78599912,23.29595978,33.58514134,81.22674245,6.666087083,33.63840051,mungbean,mungbean
19.76575176,49.25598869,16.5313462,26.72031258,89.26139819,0,58.51962484,mungbean,mungbean
37.59062442,63.65577659,9.153061901,20.50761249,88.37180665,0,57.37293334,mungbean,mungbean
32.92741072,35.50862157,18.44681025,30.52858847,241.6928797,6.666087083,96.16730084,mungbean,mungbean
7.106244662,42.96331336,32.27430147,27.02859044,78.09010444,6.032822169,46.84811028,mungbean,mungbean
25.01393389,42.30642219,23.18126689,25.85023166,77.15690417,8.191771812,46.56905968,mungbean,mungbean
6.493861001,42.80176683,18.88633801,30.83371593,86.08886136,2.752766771,43.20374768,mungbean,mungbean
21.67301274,40.78634568,15.25658868,29.82539789,82.23498485,12.3935913,46.06713643, mungbean ,mungbean
45.88588744,66.63698373,32.27430147,32.57212299,81.190186,4.646153524,59.94885348,mungbeax,mungbean
28.31969795,60.20094672,14.31482085,30.65353948,86.94938554,10.27682937,52.85007723,mungbean,mungbean
33.0120788,38.03826216,19.62222607,20.89417156,80.43240463,10.45891952,55.3067832,mungbean,mungbean
37.03357268,32.96764665,19.88764296,28.73230965,73.84762485,0.592927231,34.5227235,mungbean,mungbean
11.79352988,35.63185029,7.021619473,30.05144264,85.40841439,1.767417279,40.8123371,mungbean,mungbean
7.990677507,50.04494232,20.23153856,29.11369707,84.70131371,11.82043349,35.75364499,mungbean,mungbean
22.3684009,39.41204523,6.399489684,32.13432079,75.91900693,6.666087083,45.91762925,mungbean,mungbean
25.98789347,61.18442912,15.27716245,27.4742503,84.8378846,2.012876867,44.74414242,mungbean,mungbean
33.1562615,62.77210653,25.19623773,29.14139292,96.74379399,8.874252943,56.70372887,mungbean,mungbean
8.911380074,44.84058974,20.99744145,33.57406587,80.57013896,1.753289097,41.02539696,mungbean,mungbean
37.40668769,45.09736218,8.314060491,25.75705517,81.56218089,7.989922299,96.16730084,mungbean,mungbean
32.70065468,39.50718858,13.51171127,17.85586062,91.71481421,14,96.16730084,mungbeab,mungbean
30.29070825,43.39827914,20.4115729,17.15964034,90.28241685,14,45.54848214,mungbean,mungbean
16.13200008,56.36892518,16.35074286,21.30828903,88.4667124,10.21836997,40.44941163, mungbean ,mungbean
20.64510879,48.55256248,14.36668812,28.3456997,84.15388916,6.512725369,49.37088279,mungbean,mungbean
15.08648071,47.0391246,17.47379631,29.07471372,87.57412969,9.807077169,43.41303844,mungbean,mungbean
24.41042754,51.01539669,19.734449,32.02686166,91.75686592,6.666087083,44.44749585,mungbean,mungbean
1.518835739,109.1869108,18.24493569,27.45272842,84.79181806,11.83376483,50.34100607,mungbean,mungbean
9.026299328,29.53245708,27.43855175,29.96121796,271.666117,4.184474724,58.38229786,mungbean,mungbean
0.509556982,46.50538808,19.53843815,31.55221807,72.30663782,0.243655214,51.09587409,mungbean,mungbean
27.6478743,44.24815156,10.99417374,31.37444638,86.87925378,6.666087083,36.70103744,mungbean,mungbean
18.96528166,34.69582231,16.67937349,20.31932731,79.26894506,3.881626876,62.30989082,mungbean,mungbean
16.50709649,40.39841229,20.41879416,30.39148053,78.62225552,2.130113214,52.85735742,mungbean,mungbean
59.5558091,86.75653846,16.83232386,25.19322066,60.92124564,2.599460853,66.7316072,blackgram,blackgram
21.72138263,61.5977644,23.29569391,25.57203088,72.78057797,3.064325313,69.45917541,blackgram,blackgram
34.24150475,67.77100541,14.40171532,24.70201242,63.66379511,12.27458013,75.33204504,blackgrac,blackgrac
33.64419212,72.83299641,24.91455799,35.66750128,66.0180458,0.854266752,78.66798666,blackgram,blackgram
44.32738228,174.2096089,15.97098886,30.71954749,62.28478808,0,76.31131202,blackgram,blackgram
51.37842075,56.74255251,17.61124572,25.96343512,60.73139579,2.227202849,64.31214141,blackgray,blackgram
41.12864694,74.25161908,20.53381097,35.91969247,69.65065094,0.247844214,64.35599491,blackgram,blackgram
19.71194583,60.3601511,14.37652009,29.36553415,62.60093746,0.473116416,76.8084782,blackgram,blackgram
51.79522948,87.94886491,32.34666654,25.04991657,61.26125371,11.93988207,83.03152844,blackgram,blackgram
42.07236549,51.01539669,22.04520331,26.40474158,66.85886257,2.007555219,72.10861035,blackgram,blackgram
55.70890738,183.2762356,24.45114304,33.29448923,67.25133602,8.043443633,55.50297802,blackgram,blackgram
50.7566298,64.95983296,21.62106166,31.4379782,67.57906534,5.084500103,96.16730084,blackgram,blackgram
52.98903704,65.84925548,21.34468217,39.174974,61.2283931,8.690068909,61.82912151,blackgram,blackgram
47.61916586,52.09555141,24.92490881,25.6553867,73.02262207,5.773532251,64.39294871,blackgram,blackgram
39.13318441,60.31472459,21.03827277,24.45519402,79.21468157,14,74.20696533,blackgram,blackgram
37.40668769,56.11960122,19.4442512,35.12438485,63.18695412,11.75440046,67.11139357,blackgram,blackgram
51.26034996,48.7489267,25.63300182,22.86990454,67.86560001,0,96.16730084,blackgram,blackgram
23.58211399,62.59414667,25.7672239,31.02104997,63.15700591,4.476189,70.095651,blackgram,blackgram
22.14508409,70.0588179,25.18981251,32.83214463,65.41921327,6.436727202,54.72023011,blackgrac,blackgram
58.08259925,74.26507919,32.27430147,31.71244242,64.08871886,14,79.85427305,blackgram,blackgram
22.25323911,67.74694791,23.57800902,28.93060992,60.00376995,12.22756183,76.92270827,blackgram,blackgram
54.88810851,70.67207637,19.21199791,30.4050157,68.88968368,6.666087083,69.45483366,blackgram,blackgram
41.49779983,56.67577983,19.12688735,30.46008041,62.65393768,5.779485081,64.17172831,blackgram,blackgram
24.02717114,63.51196632,28.03333626,36.09594972,72.41551158,7.866830558,68.15787138,blackgraf,blackgram
45.8733867,67.79041848,27.65964863,29.17932955,59.80766488,2.54227128,67.34384187,blackgram,blackgram
55.07394658,79.98083801,80.24400999,31.35691395,66.45167327,0,66.28953934,blackgram,blackgram
43.62406729,53.5355834,17.39845531,25.96343512,64.13621585,14,64.8240385,blackgram,blackgram
29.65864348,62.75789065,24.32440825,35.39836539,73.8827236,8.064238011,198.0065438,blackgram,blackgram
27.06861217,67.2549476,32.27430147,18.03101966,63.69093298,5.980733037,75.98976092,blackgram,blackgram
20.89117078,66.94169986,20.64552967,32.40921855,59.11261364,6.199615376,71.10453139,blackgram,blackgram
9.038876589,73.63625849,10.95527569,34.64692607,63.96594744,8.142216934,64.31653834,blackgram,blackgram
46.05904884,76.43782186,18.47011754,18.0670361,62.32900252,6.666087083,71.51964014,blackgram,blackgram
55.09224679,66.77279514,23.07313744,36.54470658,70.2271749,12.3346326,56.95506212,blackgram,blackgram
46.067651,57.14915934,21.6572525,25.96343512,77.04539375,7.911274386,69.30085812,blackgram,blackgram
31.97466371,64.19254913,23.8258393,37.33740502,79.26894506,4.816806677,61.61624549,blackgram,blackgram
19.78798615,77.20135562,20.28659876,25.96343512,62.5421658,6.849136316,64.11996161,blackgram,blackgram
53.67710317,51.01539669,14.92777248,19.19161413,68.29697634,13.78463113,70.41436499,blackgram,blackgram
51.46369589,81.22815193,15.88524779,29.29035216,53.28551398,4.392320385,64.04620672,blackgrak,blackgram
50.2706389,76.04483926,27.65565773,31.61540289,71.16606427,14,78.70506205,blackgram,blackgram
21.03029378,84.69944175,16.23587355,27.932571,68.62104471,7.802294669,65.83736092,blackgram,blackgram
36.0313847,71.4044572,13.85559366,21.53998623,65.60950701,2.70043783,51.97631313,blackgram,blackgram
29.3705427,232.2125424,18.37217155,31.27347057,66.98294052,6.666087083,79.16297236,blackgram,blackgram
51.57391024,74.37413585,9.666512474,30.06306169,64.68632005,0,66.80129756,blackgram,blackgram
46.71821216,75.90574313,28.84364774,35.05859782,51.62507352,4.536958103,96.16730084,blackgram,blackgram
25.64420215,80.94617555,22.37208355,25.96343512,70.04460077,3.831293898,67.21501294,blackgram,blackgram
65.73557019,70.17953115,20.63153017,20.61187572,67.51125826,5.010978159,60.1909096,blackgram,blackgram
50.37150491,65.17244938,16.34245002,34.6260595,69.12603787,8.458518828,73.53938286,blackgram,blackgram
29.15800232,75.18060856,32.27430147,35.18842244,58.51745059,5.424557059,50.17505015,blackgram,blackgram
59.41706592,51.01539669,13.94813784,29.48272062,79.26894506,6.170548697,75.26565168,blackgram,blackgram
17.59712369,71.20051793,14.92602497,25.41917223,65.81022266,7.484134357,65.20513074,blackgram,blackgram
40.23576513,79.43120886,20.14925529,27.62100421,66.56672713,14,70.05839176,blackgram,blackgram
28.59851962,73.84670186,10.80612593,24.97521331,67.36806239,9.08042922,73.70264772,blackgram,blackgram
36.16964764,68.89842545,13.61537657,35.58642107,218.4891803,5.349086108,57.06036423,blackgram,blackgram
37.40668769,50.21340699,17.21740673,35.15288795,70.48602289,6.682490167,55.25524944,blackgram,blackgram
15.88527439,70.83262772,13.72934101,29.31375174,64.21097536,4.024101954,76.24784085,blackgram,blackgram
39.85866593,51.01539669,15.67826179,32.03640379,63.01514493,4.140230475,71.33949998,blackgram,blackgram
37.40668769,75.30782803,14.97407711,26.89249716,64.53999439,5.910292005,63.79855411,blackgram,blackgram
39.64317629,52.70243883,15.24703508,37.45683781,64.2946814,8.942020228,60.7331936,blackgram,blackgram
20.69311862,68.37783793,15.16827299,37.45561829,66.44034765,2.608180836,64.28181328,blackgram,blackgram
21.04086512,67.01025153,19.35808009,28.99266963,67.9660556,10.58396878,62.00782234,blackgram,blackgram
44.33308756,60.13820756,32.27430147,23.24391445,65.82955683,3.068127331,65.51474131,blackgram,blackgram
35.63228759,59.25587265,26.86689535,24.014213,64.64811637,6.666087083,66.61682705,blackgram,blackgram
33.0174947,59.49602701,31.10900819,24.77242183,63.67814998,9.60175266,68.76339288,blackgram,blackgram
57.80079555,48.0478296,14.03348648,36.02735939,56.10422086,14,72.81498663,blackgram,blackgram
194.8508916,72.95638752,31.03970044,25.96343512,71.570314,3.83144381,60.04977382,blackgram,blackgram
36.88738059,70.6694959,18.36655311,39.71928957,57.19716628,14,77.47453675,blackgrap,blackgram
46.4801615,66.88088065,25.41893745,25.96343512,61.07176552,7.428157513,63.89425124,blackgram,blackgram
22.4050937,61.49491286,15.85871844,29.59423237,68.65195181,3.092374251,74.78257394,blackgram,blackgram
42.58281268,58.27985627,25.62133995,24.78316694,73.23285235,9.839447393,71.54428481,blackgram,blackgram
28.62333476,51.01539669,13.16256818,32.7030925,71.85100555,11.50733969,81.1263118,blackgram,blackgram
41.03494968,220.9395434,14.76508934,37.228241,68.78027285,5.74585273,96.16730084,blackgram,blackgram
16.13761516,81.90327051,22.31315834,24.45675256,66.69435701,6.431777266,70.25098931,blackgram,blackgram
43.95379775,51.01539669,32.27430147,35.50872573,79.26894506,8.969620598,62.01963027,blackgram,blackgram
28.38881002,78.48689917,12.73789693,27.82054502,68.26268006,4.528142427,64.88326233,blackgram,blackgram
31.13270166,63.41704263,25.45541009,25.06887279,55.71565535,7.639623216,67.86266651,blackgram,blackgram
50.73323746,51.01539669,12.00019674,35.89591804,65.13411837,9.666235646,59.19496233,blackgram,blackgram
46.05634469,54.76694984,15.91209519,33.70935952,61.78491417,8.082122933,71.26121301,blackgram,blackgram
23.20792196,66.27109157,16.37413798,27.2361068,65.8570469,14,65.55270893,blackgram,blackgram
40.5032763,68.99170398,13.31391306,35.27700487,53.70678747,14,75.68097543,blackgram,blackgram
46.70201763,61.68804568,32.27430147,30.60189409,66.71661364,11.4917794,56.28998765,blackgram,blackgram
39.94460646,79.08989495,19.57602987,34.15984019,70.11750839,10.26072202,67.83573539,blackgram,blackgram
58.62234998,71.67962546,32.27430147,18.68423857,195.6278022,3.83809679,56.9729214,blackgram,blackgram
20.27390881,69.75167417,28.92315425,25.96343512,60.55842036,8.998678328,96.16730084,blackgram,blackgram
33.90206646,65.27258801,15.57411689,42.86340786,75.43683583,4.671567753,96.16730084,blackgraw,blackgram
52.23043667,51.01539669,13.93298116,34.5323316,69.14891595,5.248154614,69.36873532,blackgram,blackgram
40.33915345,59.53797645,36.89040985,30.1564142,79.26894506,4.225514576,71.93233938,blackgram,blackgram
18.09229173,55.83507459,24.9300731,28.60119857,79.26894506,4.74987756,67.57034415,blackgram,blackgram
54.18888277,70.48646844,76.39864285,33.35018466,77.10918614,5.050227705,70.16271292,blackgram,blackgram
36.6478551,70.36485685,15.18542997,25.16795498,58.3181239,7.102533294,96.16730084,blackgram,blackgram
58.8828539,58.49481903,14.4137087,33.26652878,58.68411408,7.401652215,65.73159271,blackgram,blackgram
27.60431673,54.22847193,10.87740373,26.55911043,68.82262598,7.199374823,58.51397705,blackgram,blackgram
55.30218179,63.57153576,17.39848439,42.87469101,63.99932186,0.398772689,72.48475884,blackgram,blackgram
28.84684502,78.27977929,17.80971823,34.40942644,62.5003123,11.26396706,68.1754835,blackgram,blackgram
64.55246056,73.65654324,32.27430147,31.5879537,66.23254287,2.920344706,74.87429437,blackgram,blackgram
55.17157585,76.62099519,31.59542601,40.69166876,69.84451936,14,78.78191781,blackgram,blackgram
39.66473383,51.01539669,25.07249459,27.09985437,67.54249759,5.772108587,96.16730084,blackgram,blackgram
30.75008052,75.300861,12.18120251,30.34730798,67.09817907,8.66927958,96.16730084,blackgram,blackgram
37.23540609,64.41487589,25.28802671,38.73383564,65.45555262,6.357058309,67.20853643, blackgram ,blackgram
33.15195419,82.28160602,7.631334608,27.06389201,49.1770863,0.468523636,39.7725339,lentil,lentil
11.85126038,63.48463639,21.73924119,19.26827874,63.65900272,7.169610269,50.0802847,lentil,lentil
39.41220992,64.48026636,19.19963303,30.01545832,58.33670351,6.666087083,41.40315102,lentil,lentil
7.454985605,71.44589472,20.76796147,23.53668391,70.60763266,14,41.1116039,lentil,lentil
34.26748207,74.09295667,12.42700411,24.83295007,63.3409329,13.27970522,48.89899386,lentin,lentin
31.65085799,74.46441868,12.63233806,24.64130953,67.79997799,2.152652169,52.8553355,lentil,lentil
5.003935585,70.8202822,20.24662565,34.16537327,66.69462778,12.52804466,41.20733761,lentil,lentil
12.92793908,55.77702809,20.61971062,31.0399379,71.85194343,10.9804398,56.57990071,lentil,lentil
13.73913868,67.71286358,20.49682184,22.19945318,61.6377828,14,34.085076,lentil,lentil
2.725400446,55.533732,17.117973,37.07078386,60.40212107,1.722757569,30.9486338,lentil,lentil
8.391349229,78.09356723,25.94511192,25.96343512,66.37413517,1.249015665,53.23942218, lentil ,lentil
9.111386426,67.50722203,19.46370017,29.72001162,61.67738851,3.37923047,165.2556729,lentil,lentil
4.046549859,70.55452113,24.54946954,27.25802695,60.14513309,14,50.23909024,lentil,lentil
37.39063637,78.77919737,17.10604286,27.51251052,59.27860724,8.93391772,141.121875,lentil,lentil
36.01502378,82.38326606,24.58828069,25.96343512,63.66811492,6.662827543,39.37562599,lentil,lentil
44.36170505,79.49725556,13.98532938,28.19362158,68.08349285,3.569018073,117.0894811,lentil,lentil
28.88606454,59.38809402,23.8199077,31.24863443,71.47141793,8.465376018,52.62484051,lentil,lentil
33.05499175,57.85255664,24.3646465,31.08094964,63.11376101,4.703377269,96.16730084,lentil,lentil
28.59987904,71.20303163,23.83972914,21.31404072,64.25790538,6.614822898,55.58225178,lentil,lentil
2.037721326,64.71219811,26.99041204,30.96437693,70.55006372,4.979524508,42.65624231,lentil,lentil
0.721093464,81.48376145,18.78630665,32.95756412,74.36632252,5.944200295,42.59850637,lentil,lentil
22.13405743,57.57729214,29.78304226,13.89362865,76.05269995,10.46835607,49.41293581,lentin,lentil
11.64212055,186.4494685,19.60365118,23.67047595,64.39802436,6.003167076,42.49977409,lentil,lentil
5.308352068,63.91430403,18.45941924,19.15005219,69.74805192,9.771886792,53.04127244,lentil,lentil
6.496089538,55.74912751,22.9538116,40.76685176,62.21395253,2.441107308,53.382891,lentil,lentil
13.41232467,62.82260455,22.64299966,23.89351832,68.57235418,7.774713482,47.15037515,lentil,lentil
89.31912451,57.4476018,13.26515885,18.33017912,59.956695,3.584175099,48.97706889,lentil,lentil
10.37680571,76.35268577,19.04929985,32.91911929,68.78066076,8.815010155,54.63036586,lentil,lentil
17.2732756,77.37724545,32.27430147,23.32149255,79.26894506,0,43.31820191,lentil,lentil
1.015821335,65.98890653,20.6476109,27.59819367,55.09412731,8.450390158,52.74409706,lentil,lentil
24.76379115,83.06426636,16.59461574,13.96711647,63.6898808,6.23760566,39.8493251,lentil,lentil
1.264970328,60.49237658,13.30050857,29.76182795,57.28888976,9.797602907,44.00220095,lentil,lentil
3.605109053,51.01539669,21.60645503,29.65833063,68.28528968,5.531727026,44.27504526,lentil,lentil
15.08888771,75.76690696,20.71737747,17.64533154,65.18699688,10.08457318,47.51048608,lentil,lentil
9.024492886,62.0962344,32.27430147,23.90663392,64.39811926,1.112055387,41.82142071,lentib,lentil
43.62392467,74.32012481,24.15026882,33.23411516,64.32498753,14,96.16730084,lentil,lentil
20.10945929,79.89938144,15.5449555,32.46070945,68.00377177,2.065410973,37.23484395,lentil,lentil
25.74618926,53.83221635,21.68866482,18.53989362,59.68717043,11.58426131,49.39465119,lentil,lentil
34.62679001,57.65065596,13.42726774,25.11421469,51.01943488,5.248191576,49.33973846,lentil,lentil
20.33186371,58.24336419,27.85106292,22.89690737,65.63433328,8.809568874,44.64805147,lentil,lentil
10.28806056,69.46394892,28.81176629,24.22770839,72.06140721,10.74058365,51.19407585,lentil,lentil
10.66233967,68.25633892,15.72896219,23.59885121,73.97987589,7.922708469,44.5099926,lentil,lentil
