N,P,K,temperature,humidity,ph,rainfall,label,npk_total,npk_balance_score,climate_zone,ph_level,rainfall_category,growing_conditions_score
39.0,57.0,19.0,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,115.0,0.6685023947140984,Hot_Dry,Acidic,Medium,78.78264857128197
22.0,62.0,16.0,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,100.0,0.571363281471999,Hot_Dry,Acidic,Medium,67.99244222520922
18.0,55.0,23.0,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas,96.0,0.6144999729527997,Cool_Dry,Neutral,Low,85.2954956889461
39.0,77.0,21.0,23.0,60.24218572,4.603563116,159.689339,pigeonpeas,137.0,0.614991996843023,Cool_Dry,Acidic,Medium,79.51120821048684
13.0,75.0,20.0,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,108.0,0.5146102591805983,Hot_Dry,Neutral,Medium,72.1203271102823
27.0,71.0,24.0,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas,122.0,0.607156432974627,Hot_Dry,Neutral,Medium,77.68341811556945
26.0,64.0,22.0,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,112.0,0.6169393207680667,Hot_Dry,Acidic,Low,75.25366605668002
0.0,55.0,16.0,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,71.0,0.455506364260927,Cool_Dry,Acidic,Medium,75.77476359599875
4.0,69.0,19.0,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,92.0,0.47397542787587105,Cool_Dry,Acidic,Low,70.12235480891303
20.0,67.0,19.0,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,106.0,0.5629730909920762,Cool_Dry,Acidic,Medium,74.04844958313824
7.0,74.0,17.0,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas,98.0,0.4747378873016394,Cool_Dry,Acidic,Low,80.76616730109872
17.0,64.0,18.0,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,99.0,0.551365151036852,Hot_Dry,Acidic,Low,71.04526053662715
35.0,71.0,130.5,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas,236.5,0.6204280186765939,Hot_Dry,Neutral,Medium,85.77332212800441
11.0,72.0,22.0,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,105.0,0.518429913746309,Hot_Dry,Neutral,Medium,76.79373856105805
20.0,60.0,22.0,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas,102.0,0.6013563556608706,Hot_Dry,Neutral,Medium,77.50503785608555
10.0,71.0,18.0,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas,99.0,0.4988573980551224,Cool_Dry,Acidic,Medium,79.87815430437718
33.0,61.0,24.0,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,118.0,0.6708821468525703,Cool_Dry,Acidic,Low,72.60800729251294
3.0,49.0,18.0,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,70.0,0.4986552221814014,Hot_Dry,Acidic,Low,74.55695514908956
22.0,59.0,23.0,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,104.0,0.6218695482521418,Hot_Dry,Acidic,Low,74.98669282522965
36.0,58.0,25.0,28.66024187,59.3189118,8.399135958,36.92629678,mothbeans,119.0,0.7024447861706373,Hot_Dry,Alkaline,Low,82.47465742062154
4.0,43.0,18.0,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,65.0,0.5230522565846414,Hot_Dry,Alkaline,Low,77.54945280698952
29.0,54.0,16.0,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,99.0,0.6308158362816719,Hot_Dry,Alkaline,Low,81.18134581788618
32.0,43.0,22.0,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,97.0,0.7547938992658966,Hot_Dry,Acidic,Low,76.33151176066958
14.0,55.0,15.0,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,84.0,0.5448739596730634,Hot_Dry,Alkaline,Low,80.60402087876896
5.0,35.0,20.0,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,60.0,0.5714285714285714,Hot_Dry,Alkaline,Low,72.74832513192308
25.0,57.0,24.0,27.65,58.59986279,6.974978386,36.94255012,mothbeans,106.0,0.6530647132637742,Hot_Dry,Neutral,Low,87.33034012351723
11.0,53.0,24.0,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,88.0,0.577027182570391,Hot_Dry,Neutral,Low,82.35601760830892
40.0,49.0,17.0,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,106.0,0.6816388197083321,Hot_Dry,Neutral,Low,77.9402327362106
38.0,56.0,25.0,25.74095321,45.38497051,14.0,67.43488235,mothbeans,119.0,0.7181602547474328,Hot_Dry,Alkaline,Low,60.9298191314102
27.0,43.0,23.0,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,93.0,0.7454968638727806,Hot_Dry,Acidic,Low,79.71490279565342
24.0,38.0,22.0,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,84.0,0.7625729649176869,Cool_Dry,Alkaline,Low,87.83699780458451
23.0,45.0,21.0,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,89.0,0.6901901635939928,Hot_Dry,Alkaline,Low,73.8779829276271
29.0,57.0,20.0,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,106.0,0.6467838692854443,Hot_Dry,Acidic,Low,82.70624523324734
31.0,35.0,23.0,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,89.0,0.8292159594720793,Hot_Dry,Alkaline,Low,80.84131329162841
0.0,55.0,25.0,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,80.0,0.49196389821958214,Hot_Dry,Acidic,Low,68.98224872204001
7.0,45.0,22.0,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,74.0,0.5630823051368263,Hot_Dry,Alkaline,Low,72.44567904428595
17.0,58.0,25.0,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,100.0,0.6053280005077031,Hot_Dry,Acidic,Low,74.57205917969253
11.0,44.0,17.0,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,72.0,0.5772228466294881,Hot_Dry,Alkaline,Low,82.68799961439197
22.0,49.0,22.0,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,93.0,0.6654008700393917,Hot_Dry,Acidic,Low,76.35757594252411
9.0,51.0,19.0,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,79.0,0.5455125592866581,Hot_Dry,Acidic,Low,77.0387801284145
28.0,48.0,15.0,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,91.0,0.6459864375415649,Hot_Dry,Alkaline,Low,80.92758114678733
26.0,50.0,19.0,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,95.0,0.6607546808098502,Hot_Dry,Acidic,Low,81.75366826372448
36.0,56.0,20.0,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,112.0,0.6742479546803276,Hot_Dry,Neutral,Low,85.530937705145
8.0,60.0,18.0,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,86.0,0.5095486805482394,Hot_Dry,Acidic,Low,64.03243964921754
24.0,37.0,21.0,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,82.0,0.7626863930781519,Hot_Dry,Acidic,Low,81.73923321568391
22.0,43.0,24.0,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans,89.0,0.7190717699900118,Hot_Dry,Acidic,Low,80.49662101725077
36.0,43.0,24.0,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,103.0,0.7813266237561554,Hot_Dry,Acidic,Low,72.44052009241982
22.0,44.0,32.0,24.31,56.32938343,6.030447288,58.99536268,mothbeans,98.0,0.747832297720368,Cool_Dry,Acidic,Low,87.33110517034144
17.0,43.0,22.0,30.06142622,45.90067655,5.498340808,41.0550915,mothbeans,82.0,0.6645681216926203,Hot_Dry,Acidic,Low,74.50868879237987
8.0,45.0,15.0,28.09568993,60.9835384,4.61136408,33.84110759,mothbeans,68.0,0.535576065664242,Hot_Dry,Acidic,Low,76.92105790277935
7.0,56.0,23.0,26.33908791,40.00933429,5.545219232,55.50429227,mothbeans,86.0,0.5342942700185167,Hot_Dry,Acidic,Low,74.27153980452418
36.0,57.0,16.0,28.61409059,57.14218792,14.0,57.02891698,mothbeans,109.0,0.6392733265990052,Hot_Dry,Alkaline,Low,60.42632240859549
11.0,45.0,19.0,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,75.0,0.5844345603049209,Hot_Dry,Acidic,Low,67.98148957830722
6.0,36.0,22.0,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,64.0,0.586976526211503,Cool_Dry,Alkaline,Low,82.11901437775754
17.0,57.0,20.0,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,94.0,0.5844476518364358,Hot_Dry,Acidic,Low,68.41427944614628
4.0,47.0,20.0,25.97948991,100.0,4.193189124,72.19245835,mothbeans,71.0,0.5212933913827051,Hot_Humid,Acidic,Low,65.76461691697277
9.0,49.0,16.0,30.88482722,41.36561835,7.661537348,55.053805,mothbeans,74.0,0.5358983848622454,Hot_Dry,Alkaline,Low,72.20339485906908
25.0,51.0,24.0,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,100.0,0.685288936600936,Hot_Dry,Alkaline,Low,83.27401351410664
36.0,44.0,21.0,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,101.0,0.7424911369062098,Hot_Dry,Acidic,Low,80.57163358404728
21.0,38.0,20.0,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,79.0,0.7224641798744406,Hot_Dry,Acidic,Low,87.06627681877454
37.0,57.0,20.0,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,114.0,0.6723252963277192,Hot_Dry,Neutral,Low,77.09917316045549
32.0,48.0,18.0,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,98.0,0.6851550346244061,Hot_Dry,Acidic,Low,85.0531909378068
29.0,44.0,20.0,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,93.0,0.718851320340975,Hot_Dry,Alkaline,Low,81.98835190305027
25.0,51.0,18.0,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,94.0,0.6431167114047243,Hot_Dry,Alkaline,Low,76.82995316077582
10.0,44.0,24.0,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,78.0,0.603416159488251,Hot_Dry,Alkaline,Low,72.72964562769909
23.0,35.0,18.0,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,76.0,0.7435621835023902,Hot_Dry,Acidic,Low,80.63715969900386
9.0,60.0,23.0,31.96987867,57.17377029,6.276004336,64.25520357,mothbeans,92.0,0.5378524893807785,Hot_Dry,Acidic,Low,76.79740823361556
3.0,58.0,21.0,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,82.0,0.4936044896311016,Hot_Dry,Alkaline,Low,74.73185026056709
22.0,42.0,22.0,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,86.0,0.7128587170725518,Hot_Dry,Alkaline,Low,87.34613177684665
12.0,39.0,21.0,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,72.0,0.6357998707058903,Hot_Dry,Alkaline,Low,82.87287498492
39.0,36.0,22.0,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,97.0,0.7808643779152812,Hot_Dry,Alkaline,Low,81.27590284485507
32.0,41.0,16.0,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,89.0,0.7008600270834179,Hot_Dry,Alkaline,Low,85.75887904736067
30.0,41.0,15.0,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,86.0,0.6871559311823766,Cool_Dry,Acidic,Low,81.5485895302629
19.0,36.0,22.0,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,77.0,0.7388124000235746,Hot_Dry,Acidic,Low,88.778332655966
4.0,46.0,15.0,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,65.0,0.4987049595251103,Hot_Dry,Acidic,Low,69.27728211296373
21.0,39.0,20.0,27.06179658,52.3003173,7.388007483,60.74583498,mothbeans,80.0,0.7137884213041761,Hot_Dry,Neutral,Low,85.53137817321539
35.0,57.0,25.0,27.0956288,42.26206161,8.340398059,71.1271039,mothbeans,117.0,0.7043435624851947,Hot_Dry,Alkaline,Low,78.03961984547313
22.0,55.0,24.0,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,101.0,0.6453395518403541,Hot_Dry,Alkaline,Low,79.73473633496093
35.0,51.0,17.0,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,103.0,0.6687034929749773,Hot_Dry,Acidic,Low,70.69505190181823
17.0,56.0,17.0,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,90.0,0.5712472901988241,Hot_Dry,Acidic,Low,76.63383831426219
28.0,57.0,17.0,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,102.0,0.6219818067596131,Hot_Dry,Alkaline,Low,75.92352037407139
22.0,36.0,16.0,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,74.0,0.7061768906549434,Hot_Dry,Alkaline,Low,77.72396927298897
11.0,41.0,19.0,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,71.0,0.6037172617094401,Hot_Dry,Acidic,Low,74.2535809043866
38.0,38.0,18.0,26.31051759,61.18749126,6.294130313,35.73403813,mothbeans,94.0,0.7307156209757085,Hot_Dry,Acidic,Low,89.05437862827242
23.0,37.0,24.0,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,84.0,0.7818990443632278,Hot_Dry,Alkaline,Low,79.57118635118763
25.0,35.0,20.0,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,80.0,0.7773565484285386,Hot_Dry,Alkaline,Low,75.6704704038565
40.0,45.0,20.0,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,105.0,0.7257081148225681,Hot_Dry,Neutral,Low,86.01883494858322
23.0,58.0,19.0,24.17093241,58.25204566,5.243634849,59.18953429,mothbeans,100.0,0.6083978117292747,Cool_Dry,Acidic,Low,82.30497539059648
2.0,56.0,23.0,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,81.0,0.49795914967289756,Hot_Dry,Alkaline,Low,84.0068199188096
3.0,56.0,17.0,28.19912143,53.50567601,8.709291688,52.13580529,mothbeans,76.0,0.4798119494124513,Hot_Dry,Alkaline,Low,75.23178625851276
26.0,51.0,25.0,28.76488954,52.62741529,7.792508068,55.21606732,mothbeans,102.0,0.6977089719591992,Hot_Dry,Alkaline,Low,81.84723960711806
39.0,42.0,20.0,29.3499706,61.25353851,8.055908858,40.82840673,mothbeans,101.0,0.7383523437252238,Hot_Dry,Alkaline,Low,84.33503236329568
27.0,59.0,20.0,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,106.0,0.6295363711817162,Hot_Dry,Acidic,Low,74.91996864268927
24.0,45.0,19.0,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans,88.0,0.6801227711428985,Hot_Dry,Acidic,Low,81.4094571947371
7.0,40.0,17.0,31.2123945,40.92604945,8.532078733,53.78769958,mothbeans,64.0,0.5576653867654732,Hot_Dry,Alkaline,Low,68.96751282459519
15.0,45.0,23.0,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,83.0,0.6404087713278129,Cool_Dry,Neutral,Low,89.68093499536944
26.0,52.0,23.0,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,101.0,0.6785650934759988,Hot_Dry,Acidic,Low,74.27757435134416
20.0,45.0,16.0,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,81.0,0.6320781982810244,Hot_Dry,Acidic,Low,74.24314725030182
34.0,54.0,24.0,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,112.0,0.7096433571092934,Hot_Dry,Acidic,Low,70.67292736927378
19.0,51.0,25.0,25.61707368,48.23991436,3.5253661,43.87801983,mothbeans,95.0,0.6505539149002075,Hot_Dry,Acidic,Low,73.41499631167449
29.0,41.0,21.0,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,91.0,0.7508291851759326,Hot_Dry,Alkaline,Low,79.71871864804612
20.0,50.0,22.0,25.61707368,46.42693735,9.406887533,38.31597852,mothbeans,92.0,0.6464352005814974,Hot_Dry,Alkaline,Low,76.44870305744314
11.0,40.0,23.0,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,74.0,0.6286370369788583,Hot_Dry,Acidic,Low,82.01633231342332
15.0,54.0,15.0,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,84.0,0.5542725849997425,Hot_Dry,Alkaline,Low,77.21038813929155
35.0,55.0,22.0,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,112.0,0.6919139880057001,Hot_Dry,Alkaline,Low,76.17378963227883
9.0,59.0,25.0,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,93.0,0.54833977101026,Hot_Dry,Alkaline,Low,80.13740690039202
40.0,45.0,18.0,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,103.0,0.7050307296798971,Hot_Dry,Acidic,Low,77.599493789554
35.0,38.0,19.0,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,92.0,0.7501440752063523,Hot_Dry,Alkaline,Low,86.36569645674244
14.0,58.0,17.0,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,89.0,0.5468524222291473,Hot_Dry,Acidic,Low,73.80586237495656
40.0,55.0,18.0,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,113.0,0.669311931910697,Hot_Dry,Neutral,Low,77.12542088666449
18.0,36.0,23.0,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,77.0,0.7342093518683971,Cool_Dry,Neutral,Low,88.42084570779652
35.0,52.0,15.0,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,102.0,0.6473692348913006,Hot_Dry,Alkaline,Low,76.54510849250732
4.0,59.0,22.0,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,85.0,0.5025871200246206,Hot_Dry,Alkaline,Low,71.85823617901988
22.0,51.0,16.0,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,89.0,0.6131521245120681,Hot_Dry,Alkaline,Low,81.44414284412048
33.0,47.0,17.0,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,97.0,0.682938336717422,Cool_Dry,Alkaline,Low,81.2767233676781
2.0,51.0,17.0,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,70.0,0.4816978216586716,Hot_Dry,Acidic,Low,77.11182428716243
16.0,51.0,32.0,31.01963639,49.9767522,3.532008668,32.81296548,mothbeans,99.0,0.65318834981859,Hot_Dry,Acidic,Low,67.67634776903112
19.0,55.0,20.0,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,94.0,0.6044779057351376,Hot_Humid,Neutral,Low,79.73663070580166
8.0,54.0,20.0,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,82.0,0.5339163155244774,Hot_Humid,Neutral,Low,80.48883457378625
36.0,55.0,20.0,27.01,84.34262707,6.635968698,55.296354,mungbean,111.0,0.6786324177838008,Hot_Humid,Neutral,Low,82.42106461281887
10.0,56.0,16.0,28.17432665,81.04554836,6.828187499,36.35720652,mungbean,82.0,0.5222264768324589,Hot_Humid,Neutral,Low,79.85035672780303
22.0,56.0,17.0,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,95.0,0.5987526677170429,Hot_Humid,Neutral,Low,77.14278175658261
9.0,57.0,24.0,29.89232778,89.71503316,7.165121109,42.99498978,mungbean,90.0,0.5498930994325909,Hot_Humid,Neutral,Low,75.03156842160786
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,116.0,0.6769991664256639,Hot_Humid,Neutral,Low,82.01749055284296
31.0,51.0,25.0,27.53592929,85.5701901,7.196774236,53.01899249,mungbean,107.0,0.7237497534683879,Hot_Humid,Neutral,Low,82.81750321587324
0.0,49.0,18.0,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,67.0,0.47397641083241265,Hot_Humid,Neutral,Low,75.00228380416473
21.0,39.0,20.0,28.14448546,82.1193047,7.064782138,46.75690086,mungbean,80.0,0.7137884213041761,Hot_Humid,Neutral,Low,83.68667313397363
28.0,35.0,22.0,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,85.0,0.8132475438113433,Hot_Humid,Neutral,Low,81.91032237093016
17.0,52.0,17.0,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,86.0,0.5865431521681482,Hot_Humid,Acidic,Low,77.75208553696737
24.0,42.0,23.0,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,89.0,0.7350631662859128,Hot_Humid,Acidic,Low,82.11234431179518
28.0,46.0,16.0,29.008124,84.96089355,6.664187809,45.91011391,mungbean,90.0,0.6651933539936831,Hot_Humid,Neutral,Low,79.61752227630224
21.0,38.0,21.0,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,80.0,0.7309616666738347,Hot_Humid,Neutral,Low,79.36801407961956
34.0,60.0,25.0,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,119.0,0.6857792635875385,Hot_Humid,Neutral,Low,79.48102040410242
19.0,53.0,22.0,27.8640132,80.4513142,6.852884643,42.83053902,mungbean,94.0,0.6247041310936235,Hot_Humid,Neutral,Low,82.5890416387406
31.0,58.0,15.0,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,104.0,0.6146583247396094,Hot_Humid,Neutral,Low,81.6467742902757
19.0,35.0,24.0,27.11,83.64274107,6.883308033,49.11964582,mungbean,78.0,0.7605596517755604,Hot_Humid,Neutral,Low,85.09215098358813
24.0,53.0,17.0,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,94.0,0.6214360263388746,Hot_Humid,Acidic,Low,76.35539365046981
13.0,47.0,20.0,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,80.0,0.5976351634642829,Hot_Humid,Neutral,Low,76.442548550934
31.0,53.0,16.0,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,100.0,0.6417245473074032,Hot_Humid,Acidic,Low,78.38051341829093
28.0,45.0,32.0,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,105.0,0.797480973293154,Hot_Humid,Acidic,Low,82.66118181665429
31.0,37.0,21.0,27.23924995,86.404241,6.713410626,37.31236904,mungbean,89.0,0.7858809073734051,Hot_Humid,Neutral,Low,83.7745843442813
33.0,60.0,15.0,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,108.0,0.6138159399626553,Hot_Humid,Neutral,Low,79.37538727461573
34.0,45.0,21.0,28.18837136,82.60629652,6.287380117,37.01110438,mungbean,100.0,0.7350690428470269,Hot_Humid,Acidic,Low,81.55861170653395
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,95.0,0.5819834283570262,Hot_Humid,Neutral,Low,79.03372370718448
33.0,57.0,17.0,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,107.0,0.6391926321507805,Hot_Humid,Neutral,Low,79.41509638705956
32.0,57.0,22.0,28.6899851,87.50436797,6.769415888,44.56598352,mungbean,111.0,0.6723879444819558,Hot_Humid,Neutral,Low,79.54073594161713
23.0,59.0,25.0,27.8262623,88.73100226,6.320768488,56.68833819,mungbean,107.0,0.6380594838955279,Hot_Humid,Acidic,Low,77.81653952780067
35.0,41.0,18.0,28.70562673,81.59200689,6.705008504,59.87065439,mungbean,94.0,0.7242409435318893,Hot_Humid,Neutral,Low,82.60298462595647
6.0,48.0,24.0,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,78.0,0.5523534691881793,Hot_Humid,Neutral,Low,78.39219604898338
29.0,36.0,25.0,28.28511547,88.4393979,7.130278657,48.56690235,mungbean,90.0,0.8434603787285377,Hot_Humid,Neutral,Low,83.44663505425207
4.0,36.0,22.0,27.60887393,86.13316408,7.012740397,43.80041104,mungbean,62.0,0.562997424706833,Hot_Humid,Neutral,Low,79.95565832951029
10.0,59.0,22.0,28.60901145,86.99495766,7.155685016,36.94616965,mungbean,91.0,0.5428867043010164,Hot_Humid,Neutral,Low,77.51130333173461
14.0,48.0,21.0,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,83.0,0.6064550252877591,Hot_Humid,Neutral,Low,79.3869274190299
8.0,50.0,21.0,28.62911222,89.1148059,6.218923893,50.49913241,mungbean,79.0,0.550500345371652,Hot_Humid,Acidic,Low,74.5905893722792
20.0,40.0,15.0,29.57329479,88.07505524,7.199495368,45.04467075,mungbean,75.0,0.6539579691487248,Hot_Humid,Neutral,Low,78.00370093167778
36.0,43.0,22.0,27.82684262,87.16679147,6.389882166,58.37249772,mungbean,101.0,0.758953225432427,Hot_Humid,Acidic,Low,81.08217207343975
14.0,57.0,15.0,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,86.0,0.5387544880178287,Hot_Humid,Neutral,Low,76.59939892793899
11.0,60.0,23.0,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,94.0,0.5509239812180652,Hot_Humid,Neutral,Low,79.05702151736132
10.0,59.0,15.0,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,84.0,0.5094341980365835,Hot_Humid,Acidic,Low,72.63012852451189
7.0,60.0,25.0,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,92.0,0.532248114532146,Hot_Humid,Acidic,Low,77.73243499124732
2.0,47.0,15.0,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,64.0,0.47948474052876533,Hot_Humid,Acidic,Low,73.5361468607951
20.0,45.0,22.0,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,87.0,0.6761097597314131,Hot_Humid,Neutral,Low,78.06178998210078
2.0,39.0,15.0,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,56.0,0.49861264192695665,Hot_Humid,Acidic,Low,77.53422706275892
27.0,40.0,24.0,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,91.0,0.7810173198380734,Hot_Humid,Neutral,Low,82.37304328973948
35.0,48.0,15.0,27.10818093,87.4512669,6.981758362,55.03723979,mungbean,98.0,0.6627450618521372,Hot_Humid,Neutral,Low,82.02483276005374
4.0,59.0,25.0,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,88.0,0.5138246916960891,Hot_Humid,Acidic,Low,77.77765957883386
1.0,48.0,24.0,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,73.0,0.5086919462985537,Hot_Humid,Acidic,Low,74.29394085588316
36.0,43.0,21.0,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,100.0,0.7478344736525473,Hot_Humid,Neutral,Low,82.7810771506004
11.0,46.0,24.0,27.65,89.80650642,6.459252023,56.52558045,mungbean,81.0,0.6041375905053809,Hot_Humid,Acidic,Low,77.4305450274153
34.0,47.0,19.0,27.31372793,85.44815232,6.568795404,53.15223123,mungbean,100.0,0.7040483528001045,Hot_Humid,Neutral,Low,81.8998031564856
21.0,44.0,18.0,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,83.0,0.6604432405887115,Hot_Humid,Neutral,Low,81.84415434718082
17.0,58.0,20.0,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,95.0,0.5808129758926132,Hot_Humid,Acidic,Low,77.8538994879182
25.0,40.0,21.0,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,86.0,0.7410601536075042,Hot_Humid,Acidic,Low,82.65143804521603
2.0,38.0,18.0,27.53632932,89.92908171,6.619891498,45.48591922,mungbean,58.0,0.5173444312735449,Hot_Humid,Neutral,Low,76.35765472718518
9.0,48.0,20.0,29.66461594,84.28187572,6.377568542,56.09542002,mungbean,77.0,0.5607172102132981,Hot_Humid,Acidic,Low,75.97772953725497
37.0,49.0,25.0,29.9145443,85.85384444,6.415459592,41.39081525,mungbean,111.0,0.7551020408163265,Hot_Humid,Acidic,Low,79.09623394204081
